count	ckey	example_surface	example_path	top_book
1	امراه كانت معنا	اِمْرَأَةٍ كَانَتْ مَعَنَا	books/tahdhib-al-ahkam/3/24/72.json	tahdhib-al-ahkam
1	محمد بن علي : انه سال ابا عبد الله	مُحَمَّدِ بْنِ عَلِيٍّ : أَنَّهُ سَأَلَ أَبَا عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ	books/tahdhib-al-ahkam/3/24/75.json	tahdhib-al-ahkam
1	الحلبي : انه سال ابا عبد الله	اَلْحَلَبِيِّ : أَنَّهُ سَأَلَ أَبَا عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ	books/tahdhib-al-ahkam/3/24/81.json	tahdhib-al-ahkam
1	عتيبه (1)	عُتَيْبَةَ (1)	books/tahdhib-al-ahkam/3/24/87.json	tahdhib-al-ahkam
1	سعد بن محمد	سَعْدُ بْنُ مُحَمَّدٍ	books/tahdhib-al-ahkam/3/24/89.json	tahdhib-al-ahkam
1	رجل وجبت عليه صلاه من قعود فنسي حتي قام	رَجُلٍ وَجَبَتْ عَلَيْهِ صَلاَةٌ مِنْ قُعُودٍ فَنَسِيَ حَتَّى قَامَ	books/tahdhib-al-ahkam/3/24/97.json	tahdhib-al-ahkam
1	افتتح الصلاه	اِفْتَتَحَ اَلصَّلاَةَ	books/tahdhib-al-ahkam/3/24/97.json	tahdhib-al-ahkam
1	هو قايم ثم ذكر	هُوَ قَائِمٌ ثُمَّ ذَكَرَ	books/tahdhib-al-ahkam/3/24/97.json	tahdhib-al-ahkam
1	مندل بن علي	مَنْدَلِ بْنِ عَلِيٍّ	books/tahdhib-al-ahkam/3/24/99.json	tahdhib-al-ahkam
1	الحسن بن سليمان بن هلال	اَلْحَسَنِ بْنِ سُلَيْمَانَ بْنِ هِلاَلٍ	books/tahdhib-al-ahkam/3/25/10.json	tahdhib-al-ahkam
1	عثمان بن يحيي	عُثْمَانَ بْنِ يَحْيَى	books/tahdhib-al-ahkam/3/25/19.json	tahdhib-al-ahkam
1	الفضيل قالا: قلنا له ا يجزي اذا اغتسلت بعد الفجر للجمعه	اَلْفُضَيْلِ قَالاَ: قُلْنَا لَهُ أَ يُجْزِي إِذَا اِغْتَسَلْتُ بَعْدَ اَلْفَجْرِ لِلْجُمُعَةِ	books/tahdhib-al-ahkam/3/25/3.json	tahdhib-al-ahkam
1	رجل يكون وسط الزحام - يوم الجمعه او يوم عرفه فاحدث او ذكر انه علي غير وضوء	رَجُلٍ يَكُونُ وَسْطَ اَلزِّحَامِ - يَوْمَ اَلْجُمُعَةِ أَوْ يَوْمَ عَرَفَةَ فَأَحْدَثَ أَوْ ذَكَرَ أَنَّهُ عَلَى غَيْرِ وُضُوءٍ	books/tahdhib-al-ahkam/3/25/54.json	tahdhib-al-ahkam
1	لا يستطيع الخروج من كثره الزحام	لاَ يَسْتَطِيعُ اَلْخُرُوجَ مِنْ كَثْرَةِ اَلزِّحَامِ	books/tahdhib-al-ahkam/3/25/54.json	tahdhib-al-ahkam
1	جعفر بن معاويه بن وهب	جَعْفَرِ بْنِ مُعَاوِيَةَ بْنِ وَهْبٍ	books/tahdhib-al-ahkam/3/25/8.json	tahdhib-al-ahkam
1	ابي الخضيب الربيع بن بكر	أَبِي اَلْخَضِيبِ اَلرَّبِيعِ بْنِ بَكْرٍ	books/tahdhib-al-ahkam/3/25/9.json	tahdhib-al-ahkam
1	الحسين بن سيف (1)	اَلْحُسَيْنِ بْنِ سَيْفٍ (1)	books/tahdhib-al-ahkam/3/26/11.json	tahdhib-al-ahkam
1	العباس بن معروف كلهم	اَلْعَبَّاسِ بْنِ مَعْرُوفٍ كُلِّهِمْ	books/tahdhib-al-ahkam/3/26/122.json	tahdhib-al-ahkam
1	الرجل يقارف الذنب نصلي خلفه ام لا	اَلرَّجُلِ يُقَارِفُ اَلذَّنْبَ نُصَلِّي خَلْفَهُ أَمْ لاَ	books/tahdhib-al-ahkam/3/26/124.json	tahdhib-al-ahkam
1	ابي عبد الله عليه السلام : انه ساله رجل	أَبِي عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ : أَنَّهُ سَأَلَهُ رَجُلٌ	books/tahdhib-al-ahkam/3/26/131.json	tahdhib-al-ahkam
1	محمد بن علي بن فضال	مُحَمَّدِ بْنِ عَلِيِّ بْنِ فَضَّالٍ	books/tahdhib-al-ahkam/3/26/134.json	tahdhib-al-ahkam
1	علي عليه السلام : انه كان يكسر المحاريب اذا راها	عَلِيٍّ عَلَيْهِ اَلسَّلاَمُ : أَنَّهُ كَانَ يَكْسِرُ اَلْمَحَارِيبَ إِذَا رَآهَا	books/tahdhib-al-ahkam/3/26/15.json	tahdhib-al-ahkam
1	ساله ايضا	سَأَلَهُ أَيْضاً	books/tahdhib-al-ahkam/3/26/152.json	tahdhib-al-ahkam
1	امام احدث فانصرف	إِمَامٍ أَحْدَثَ فَانْصَرَفَ	books/tahdhib-al-ahkam/3/26/152.json	tahdhib-al-ahkam
1	ابيه : ان عليا عليه السلام راي مسجدا بالكوفه قد شرف	أَبِيهِ : أَنَّ عَلِيّاً عَلَيْهِ اَلسَّلاَمُ رَأَى مَسْجِداً بِالْكُوفَةِ قَدْ شُرِّفَ	books/tahdhib-al-ahkam/3/26/16.json	tahdhib-al-ahkam
1	ابي محمد النوفلي	أَبِي مُحَمَّدٍ اَلنَّوْفَلِيِّ	books/tahdhib-al-ahkam/3/26/17.json	tahdhib-al-ahkam
1	محمد بن احمد الهاشمي	مُحَمَّدِ بْنِ أَحْمَدَ اَلْهَاشِمِيِّ	books/tahdhib-al-ahkam/3/26/2.json	tahdhib-al-ahkam
1	جعفر بن محمد بن بشار	جَعْفَرِ بْنِ مُحَمَّدِ بْنِ بَشَّارٍ	books/tahdhib-al-ahkam/3/26/21.json	tahdhib-al-ahkam
1	عيسي بن محمد	عِيسَى بْنِ مُحَمَّدٍ	books/tahdhib-al-ahkam/3/26/23.json	tahdhib-al-ahkam
1	علي بن مهزيار باسناد له	عَلِيِّ بْنِ مَهْزِيَارَ بِإِسْنَادٍ لَهُ	books/tahdhib-al-ahkam/3/26/23.json	tahdhib-al-ahkam
1	يعلي بن حمزه	يَعْلَى بْنِ حَمْزَةَ	books/tahdhib-al-ahkam/3/26/25.json	tahdhib-al-ahkam
1	علي عليه السلام : «ان عليا عليه السلام مر علي مناره طويله فامر بهدمها ثم	عَلِيٍّ عَلَيْهِ اَلسَّلاَمُ : «أَنَّ عَلِيّاً عَلَيْهِ اَلسَّلاَمُ مَرَّ عَلَى مَنَارَةٍ طَوِيلَةٍ فَأَمَرَ بِهَدْمِهَا ثُمَّ	books/tahdhib-al-ahkam/3/26/29.json	tahdhib-al-ahkam
1	اسماعيل بن ابي عبد الله	إِسْمَاعِيلَ بْنِ أَبِي عَبْدِ اَللَّهِ	books/tahdhib-al-ahkam/3/26/3.json	tahdhib-al-ahkam
1	محمد بن علي بن مهزيار(1)	محمد بن علي بن مهزيار(1)	books/tahdhib-al-ahkam/3/26/36.json	tahdhib-al-ahkam
1	اسحاق بن يشكر الكاهلي	إِسْحَاقَ بْنِ يَشْكُرَ اَلْكَاهِلِيِّ	books/tahdhib-al-ahkam/3/26/52.json	tahdhib-al-ahkam
1	علي ابراهيم بن ميمون	عَلِيِّ إِبْرَاهِيمَ بْنِ مَيْمُونٍ	books/tahdhib-al-ahkam/3/26/53.json	tahdhib-al-ahkam
1	سليمان (1) بن هشام	سُلَيْمَانَ (1) بْنِ هِشَامٍ	books/tahdhib-al-ahkam/3/26/6.json	tahdhib-al-ahkam
1	اله ابصر رجلا يخذف بحصاه	آلِهِ أَبْصَرَ رَجُلاً يَخْذِفُ بِحَصَاةٍ	books/tahdhib-al-ahkam/3/26/60.json	tahdhib-al-ahkam
1	ابيه عليهما السلام ان النبي صلي الله عليه	أَبِيهِ عَلَيْهِمَا اَلسَّلاَمُ أَنَّ اَلنَّبِيَّ صَلَّى اَللَّهُ عَلَيْهِ	books/tahdhib-al-ahkam/3/26/61.json	tahdhib-al-ahkam
1	العلاء بن فضيل عمن رواه	اَلْعَلاَءِ بْنِ فُضَيْلٍ عَمَّنْ رَوَاهُ	books/tahdhib-al-ahkam/3/26/62.json	tahdhib-al-ahkam
1	محمد بن مسلم قالا	مُحَمَّدِ بْنِ مُسْلِمٍ قَالاَ	books/tahdhib-al-ahkam/3/26/89.json	tahdhib-al-ahkam
1	ناصح الموذن	نَاصِحٍ اَلْمُؤَذِّنِ	books/tahdhib-al-ahkam/3/26/91.json	tahdhib-al-ahkam
1	الحسن بن عبد الله الارجاني	اَلْحَسَنِ بْنِ عَبْدِ اَللَّهِ اَلْأَرَّجَانِيِّ	books/tahdhib-al-ahkam/3/26/94.json	tahdhib-al-ahkam
1	الميثمي (1)	اَلْمِيثَمِيِّ (1)	books/tahdhib-al-ahkam/3/26/95.json	tahdhib-al-ahkam
1	بشير بن سعيد	بَشِيرِ بْنِ سَعِيدٍ	books/tahdhib-al-ahkam/3/27/12.json	tahdhib-al-ahkam
1	عبد الله بن ذبيان	عَبْدِ اَللَّهِ بْنِ ذُبْيَانَ	books/tahdhib-al-ahkam/3/27/26.json	tahdhib-al-ahkam
1	اله كان يخرج حتي ينظر	آلِهِ كَانَ يَخْرُجُ حَتَّى يَنْظُرَ	books/tahdhib-al-ahkam/3/27/5.json	tahdhib-al-ahkam
1	افاق السماء » و	آفَاقِ اَلسَّمَاءِ » وَ	books/tahdhib-al-ahkam/3/27/5.json	tahdhib-al-ahkam
1	محمد بن خالد التميمي	مُحَمَّدِ بْنِ خَالِدٍ اَلتَّمِيمِيِّ	books/tahdhib-al-ahkam/3/27/7.json	tahdhib-al-ahkam
1	محمد بن يحيي الساباطي	مُحَمَّدِ بْنِ يَحْيَى اَلسَّابَاطِيِّ	books/tahdhib-al-ahkam/3/28/15.json	tahdhib-al-ahkam
1	عبيد الله بن الحسين	عُبَيْدِ اَللَّهِ بْنِ اَلْحُسَيْنِ	books/tahdhib-al-ahkam/3/28/17.json	tahdhib-al-ahkam
1	ابي عبد الله عليه السلام : «ان عليا عليه السلام صلي	أَبِي عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ : «أَنَّ عَلِيّاً عَلَيْهِ اَلسَّلاَمُ صَلَّى	books/tahdhib-al-ahkam/3/28/5.json	tahdhib-al-ahkam
1	المحسن بن احمد	اَلْمُحَسِّنِ بْنِ أَحْمَدَ	books/tahdhib-al-ahkam/3/28/6.json	tahdhib-al-ahkam
1	الحسين بن يسار المدايني : انه سمع من يسال الرضا	اَلْحُسَيْنِ بْنِ يَسَارٍ اَلْمَدَائِنِيِّ : أَنَّهُ سَمِعَ مَنْ يَسْأَلُ اَلرِّضَا عَلَيْهِ اَلسَّلاَمُ -	books/tahdhib-al-ahkam/3/3/2.json	tahdhib-al-ahkam
1	هو لا يعلم كيف يصنع ثم علم هو	هُوَ لاَ يَعْلَمُ كَيْفَ يَصْنَعُ ثُمَّ عَلِمَ هُوَ	books/tahdhib-al-ahkam/3/3/2.json	tahdhib-al-ahkam
1	سهل بن سهل بن زياد	سَهْلِ بْنِ سَهْلِ بْنِ زِيَادٍ	books/tahdhib-al-ahkam/3/3/20.json	tahdhib-al-ahkam
1	عبد الله بن علي الحلبي	عَبْدِ اَللَّهِ بْنِ عَلِيٍّ اَلْحَلَبِيِّ	books/tahdhib-al-ahkam/3/3/46.json	tahdhib-al-ahkam
1	احمد بن الحسين بن علي بن فضال	أَحْمَدَ بْنِ اَلْحُسَيْنِ بْنِ عَلِيِّ بْنِ فَضَّالٍ	books/tahdhib-al-ahkam/3/3/50.json	tahdhib-al-ahkam
1	عبيد الله بن معاويه بن شريح	عُبَيْدِ اَللَّهِ بْنِ مُعَاوِيَةَ بْنِ شُرَيْحٍ	books/tahdhib-al-ahkam/3/3/56.json	tahdhib-al-ahkam
1	ابي جعفر(1)	أَبِي جَعْفَرٍ(1)	books/tahdhib-al-ahkam/3/3/60.json	tahdhib-al-ahkam
1	امام كان	إِمَامٍ كَانَ	books/tahdhib-al-ahkam/3/3/65.json	tahdhib-al-ahkam
1	علي بن سعيد البصري	عَلِيِّ بْنِ سَعِيدٍ اَلْبَصْرِيِّ	books/tahdhib-al-ahkam/3/3/7.json	tahdhib-al-ahkam
1	محمد بن عبد الحميد النخعي	مُحَمَّدِ بْنِ عَبْدِ اَلْحَمِيدِ اَلنَّخَعِيِّ	books/tahdhib-al-ahkam/3/3/71.json	tahdhib-al-ahkam
1	العبد يوم القوم اذا رضوا به	اَلْعَبْدِ يَؤُمُّ اَلْقَوْمَ إِذَا رَضُوا بِهِ	books/tahdhib-al-ahkam/3/3/9.json	tahdhib-al-ahkam
1	هذا الخبر - الحسين بن سعيد	هَذَا اَلْخَبَرَ - اَلْحُسَيْنُ بْنُ سَعِيدٍ	books/tahdhib-al-ahkam/3/30/5.json	tahdhib-al-ahkam
1	تقطير البول	تَقْطِيرِ اَلْبَوْلِ	books/tahdhib-al-ahkam/3/31/18.json	tahdhib-al-ahkam
1	معاويه بن ميسره : ان سنانا سال ابا عبد الله	مُعَاوِيَةَ بْنِ مَيْسَرَةَ : أَنَّ سِنَاناً سَأَلَ أَبَا عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ	books/tahdhib-al-ahkam/3/31/23.json	tahdhib-al-ahkam
1	الرجل يمد احدي رجليه بين يديه	اَلرَّجُلِ يَمُدُّ إِحْدَى رِجْلَيْهِ بَيْنَ يَدَيْهِ	books/tahdhib-al-ahkam/3/31/23.json	tahdhib-al-ahkam
1	هو جالس	هُوَ جَالِسٌ	books/tahdhib-al-ahkam/3/31/23.json	tahdhib-al-ahkam
1	-(955) 1 - محمد بن احمد بن يحيي	-(955) 1 - مُحَمَّدُ بْنُ أَحْمَدَ بْنِ يَحْيَى	books/tahdhib-al-ahkam/3/31/30.json	tahdhib-al-ahkam
1	اليسع القمي	اَلْيَسَعِ اَلْقُمِّيِّ	books/tahdhib-al-ahkam/3/31/34.json	tahdhib-al-ahkam
1	ابي الطيار	أَبِي اَلطَّيَّارِ	books/tahdhib-al-ahkam/3/31/41.json	tahdhib-al-ahkam
1	محمد بن احمد الكوفي	مُحَمَّدِ بْنِ أَحْمَدَ اَلْكُوفِيِّ	books/tahdhib-al-ahkam/3/32/12.json	tahdhib-al-ahkam
1	لقبه حمدان	لَقَبُهُ حَمْدَانُ	books/tahdhib-al-ahkam/3/32/12.json	tahdhib-al-ahkam
1	الحسن بن احمد المنقري	اَلْحَسَنِ بْنِ أَحْمَدَ اَلْمِنْقَرِيِّ	books/tahdhib-al-ahkam/3/32/13.json	tahdhib-al-ahkam
1	عبيد الله القمي	عُبَيْدِ اَللَّهِ اَلْقُمِّيِّ	books/tahdhib-al-ahkam/3/32/14.json	tahdhib-al-ahkam
1	ابيه : «ان عليا عليه السلام كان اذا صلي علي ميت يقرا بفاتحه الكتاب	أَبِيهِ : «أَنَّ عَلِيّاً عَلَيْهِ اَلسَّلاَمُ كَانَ إِذَا صَلَّى عَلَى مَيِّتٍ يَقْرَأُ بِفَاتِحَةِ اَلْكِتَابِ	books/tahdhib-al-ahkam/3/32/14.json	tahdhib-al-ahkam
1	يصلي علي النبي صلي الله عليه	يُصَلِّي عَلَى اَلنَّبِيِّ صَلَّى اَللَّهُ عَلَيْهِ	books/tahdhib-al-ahkam/3/32/14.json	tahdhib-al-ahkam
1	اله » تمام الحديث . فالوجه	آلِهِ » تَمَامَ اَلْحَدِيثِ . فَالْوَجْهُ	books/tahdhib-al-ahkam/3/32/14.json	tahdhib-al-ahkam
1	القاسم بن عبيد الله القمي	اَلْقَاسِمِ بْنِ عُبَيْدِ اَللَّهِ اَلْقُمِّيِّ	books/tahdhib-al-ahkam/3/32/16.json	tahdhib-al-ahkam
1	حماد بن محمد	حَمَّادِ بْنِ مُحَمَّدٍ	books/tahdhib-al-ahkam/3/32/4.json	tahdhib-al-ahkam
1	رجل من اهل الجزيره	رَجُلٍ مِنْ أَهْلِ اَلْجَزِيرَةِ	books/tahdhib-al-ahkam/3/32/47.json	tahdhib-al-ahkam
1	ابي الجراح طلحه بن زيد	أَبِي اَلْجَرَّاحِ طَلْحَةَ بْنِ زَيْدٍ	books/tahdhib-al-ahkam/3/32/53.json	tahdhib-al-ahkam
1	علي بن احمد بن ابي نصر	عَلِيِّ بْنِ أَحْمَدَ بْنِ أَبِي نَصْرٍ	books/tahdhib-al-ahkam/3/32/54.json	tahdhib-al-ahkam
1	علي بن شيره (1)	عَلِيِّ بْنِ شِيرَةَ (1)	books/tahdhib-al-ahkam/3/32/62.json	tahdhib-al-ahkam
1	حسين المرجوس	حُسَيْنٍ اَلْمَرْجُوسِ	books/tahdhib-al-ahkam/3/32/62.json	tahdhib-al-ahkam
1	ابيه عليهما السلام : «ان رسول الله صلي الله عليه	أَبِيهِ عَلَيْهِمَا اَلسَّلاَمُ : «أَنَّ رَسُولَ اَللَّهِ صَلَّى اَللَّهُ عَلَيْهِ	books/tahdhib-al-ahkam/3/32/63.json	tahdhib-al-ahkam
1	اله صلي علي جنازه فلما فرغ جاءه اناس فقالوا يا رسول الله لم ندرك الصلاه عليها	آلِهِ صَلَّى عَلَى جِنَازَةٍ فَلَمَّا فَرَغَ جَاءَهُ أُنَاسٌ فَقَالُوا يَا رَسُولَ اَللَّهِ لَمْ نُدْرِكِ اَلصَّلاَةَ عَلَيْهَا	books/tahdhib-al-ahkam/3/32/63.json	tahdhib-al-ahkam
1	ابايه عليهم السلام : «ان عليا عليه السلام لم يغسل عمار بن ياسر	آبَائِهِ عَلَيْهِمُ اَلسَّلاَمُ : «أَنَّ عَلِيّاً عَلَيْهِ اَلسَّلاَمُ لَمْ يُغَسِّلْ عَمَّارَ بْنَ يَاسِرٍ	books/tahdhib-al-ahkam/3/32/64.json	tahdhib-al-ahkam
1	هو المرقال دفنهما	هُوَ اَلْمِرْقَالُ دَفَنَهُمَا	books/tahdhib-al-ahkam/3/32/64.json	tahdhib-al-ahkam
1	الحسن بن محبوب الزراد	اَلْحَسَنِ بْنِ مَحْبُوبٍ اَلزَّرَّادِ	books/tahdhib-al-ahkam/3/4/1.json	tahdhib-al-ahkam
1	علي بن سليمان الزراري	عَلِيِّ بْنِ سُلَيْمَانَ اَلزُّرَارِيِّ	books/tahdhib-al-ahkam/3/4/18.json	tahdhib-al-ahkam
1	محمد بن جعفر بن احمد بن بطه القمي	مُحَمَّدِ بْنِ جَعْفَرِ بْنِ أَحْمَدَ بْنِ بُطَّةَ اَلْقُمِّيِّ	books/tahdhib-al-ahkam/3/4/20.json	tahdhib-al-ahkam
1	جماعه ايضا	جَمَاعَةٍ أَيْضاً	books/tahdhib-al-ahkam/3/4/21.json	tahdhib-al-ahkam
1	محمد بن احمد بن مطهر: انه كتب	مُحَمَّدِ بْنِ أَحْمَدَ بْنِ مُطَهَّرٍ: أَنَّهُ كَتَبَ	books/tahdhib-al-ahkam/3/4/23.json	tahdhib-al-ahkam
1	ابي محمد عليه السلام يخبره بما جاءت به الروايه ان النبي صلي الله عليه	أَبِي مُحَمَّدٍ عَلَيْهِ اَلسَّلاَمُ يُخْبِرُهُ بِمَا جَاءَتْ بِهِ اَلرِّوَايَةُ أَنَّ اَلنَّبِيَّ صَلَّى اَللَّهُ عَلَيْهِ	books/tahdhib-al-ahkam/3/4/23.json	tahdhib-al-ahkam
1	اله ما كان يصلي	آلِهِ مَا كَانَ يُصَلِّي	books/tahdhib-al-ahkam/3/4/23.json	tahdhib-al-ahkam
1	محمد بن عبد الله الحلبي	مُحَمَّدِ بْنِ عَبْدِ اَللَّهِ اَلْحَلَبِيِّ	books/tahdhib-al-ahkam/3/4/25.json	tahdhib-al-ahkam
1	العباس بن عامر الثقفي	اَلْعَبَّاسِ بْنِ عَامِرٍ اَلثَّقَفِيِّ	books/tahdhib-al-ahkam/3/4/25.json	tahdhib-al-ahkam
1	الفضيل قالوا: سالناهما	اَلْفُضَيْلِ قَالُوا: سَأَلْنَاهُمَا	books/tahdhib-al-ahkam/3/4/26.json	tahdhib-al-ahkam
1	جابر(1) بن عبد الله	جَابِرِ(1) بْنِ عَبْدِ اَللَّهِ	books/tahdhib-al-ahkam/3/4/8.json	tahdhib-al-ahkam
1	ابي بصير: انه سال ابا عبد الله عليه السلام ا يزيد الرجل	أَبِي بَصِيرٍ: أَنَّهُ سَأَلَ أَبَا عَبْدِ اَللَّهِ عَلَيْهِ اَلسَّلاَمُ أَ يَزِيدُ اَلرَّجُلُ	books/tahdhib-al-ahkam/3/4/9.json	tahdhib-al-ahkam
